id,book_id,books_count,authors,original_title,title,language_code,original_publication_year
3002,32071,570,"D.H. Lawrence, Geoff Dyer",Sons and Lovers,Sons and Lovers,en-US,1913
3003,8155,61,Barbara Taylor Bradford,A Woman of Substance,A Woman of Substance (Emma Harte Saga #1),eng,1979
3004,15757434,17,Nicole  Williams,Crash,"Crash (Crash, #1)",eng,2012
3005,15791154,51,David Baldacci,The Hit,"The Hit (Will Robie, #2)",eng,2013
3006,22200,72,William Gibson,Count Zero,"Count Zero (Sprawl, #2)",en-US,1986
3007,24472,53,Lisa See,Peony in Love,Peony in Love,eng,2007
3008,5231173,18,Sarah Ockler,Twenty Boy Summer,Twenty Boy Summer,en-US,2009
3009,81922,84,"Robert T. Kiyosaki, Sharon L. Lechter",Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,vie,1998
3010,7058405,130,"Camilla Läckberg, Steven T. Murray",Isprinsessan,"The Ice Princess (Patrik Hedström, #1)",eng,2004
3011,22649,38,Jane Green,Bookends,Bookends,eng,2000
3013,88071,33,John Scalzi,The Last Colony,The Last Colony (Old Man's War #3),en-US,2007
3014,826582,12,"Laura Joffe Numeroff, Felicia Bond",,If You Take a Mouse to School,en-US,2002
3015,18593175,18,Colleen Hoover,Finding Cinderella,"Finding Cinderella (Hopeless, #2.5)",eng,2013
3016,9298,60,Marian Keyes,Last Chance Saloon,Last Chance Saloon,en-US,1999
3017,17156015,13,Georgia Cates,Beauty from Pain,"Beauty from Pain (Beauty, #1)",eng,2013
3019,77366,34,Robin McKinley,,"The Hero and the Crown (Damar, #2)",eng,1984
3020,7723,205,"Franz Kafka, Jason Baker, Donna Freed",Die Verwandlung und andere Erzählungen,The Metamorphosis and Other Stories,eng,1915
3021,218357,38,Thrity Umrigar,The Space Between Us,The Space Between Us,en-US,2006
3023,4921,747,Jerome K. Jerome,Three Men in a Boat (To Say Nothing of the Dog),"Three Men in a Boat (Three Men, #1)",eng,1889
3024,214614,37,Edward Abbey,Desert Solitaire,Desert Solitaire,en-US,1968
3025,6419,24,Janet Evanovich,Plum Lovin',"Plum Lovin' (Stephanie Plum, #12.5)",en-US,2007
3026,56454,23,Tom Rath,Strengths Finder 2.0,Strengths Finder 2.0,en-US,2007
3027,9570,30,Tom Robbins,Another Roadside Attraction,Another Roadside Attraction,en-US,1971
3028,92163,45,Edward Rutherfurd,Sarum: The Novel of England,Sarum: The Novel of England,eng,1987
3029,43328,85,Sidney Sheldon,Rage of Angels,Rage of Angels,eng,1980
3030,8718952,1,Richelle Mead,,"Vampire Academy Box Set (Vampire Academy, #1-4)",en-US,2010
3031,9395215,49,Alyson Noel,Everlasting,"Everlasting (The Immortals, #6)",eng,2011
3032,17255435,25,Bella Forrest,,"A Shade of Vampire (A Shade of Vampire, #1)",eng,2012
3033,586472,44,Tom Wolfe,The Right Stuff,The Right Stuff,eng,1979
3034,129645,48,Madeleine Wickham,Cocktails for Three,Cocktails for Three,en-US,2000
3035,32255,78,Tess Gerritsen,Vanish,"Vanish (Rizzoli & Isles, #5)",en-US,2006
3036,33441,32,Christopher Moore,"Fluke: Or, I Know Why the Winged Whale Sings","Fluke: Or, I Know Why the Winged Whale Sings",eng,2003
3037,899492,151,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",The Tell-Tale Heart,The Tell-Tale Heart,eng,1843
3038,7362158,42,Jean Kwok,Girl in Translation,Girl in Translation,eng,2010
3039,17565845,43,Lauren Oliver,Panic,"Panic (Panic, #1)",eng,2014
3040,13146214,32,Abbi Glines,Because of Low,"Because of Low (Sea Breeze, #2)",eng,2012
3042,217432,46,Kristin Hannah,Between Sisters,Between Sisters,eng,2003
3043,17920175,38,Blake Crouch,Wayward,"Wayward (Wayward Pines, #2)",eng,2013
3045,23305614,64,Sophie Kinsella,Finding Audrey,Finding Audrey,eng,2015
3046,603422,15,Mollie Katzen,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York","The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",eng,1977
3047,105551,33,Dr. Seuss,Fox in Socks,Fox in Socks,eng,1965
3048,2517,140,"Orhan Pamuk, Erdağ M. Göknar",Benim Adım Kırmızı,My Name is Red,eng,1998
3049,78250,112,Carlos Castaneda,The Teachings of Don Juan: A Yaqui Way of Knowledge,The Teachings of Don Juan: A Yaqui Way of Knowledge,en-US,1968
3050,9509287,52,David Baldacci,The Sixth Man,"The Sixth Man (Sean King & Michelle Maxwell, #5)",en-US,2011
3052,213647,25,Cinda Williams Chima,The Warrior Heir,"The Warrior Heir (The Heir Chronicles, #1)",en-US,2006
3053,19004663,27,Janet Evanovich,Top Secret Twenty-One,"Top Secret Twenty-One (Stephanie Plum, #21)",eng,2014
3055,16791,14,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",Death: the High Cost of Living,Death: The High Cost of Living Collected,eng,1993
3057,13623150,19,Tahereh Mafi,Destroy Me,"Destroy Me (Shatter Me, #1.5)",eng,2012
3058,84839,1,Lisa Gardner,Gone,"Gone (Quincy & Rainie, #5)",eng,2006
3059,40745,49,Carol S. Dweck,Mindset: The New Psychology of Success,Mindset: The New Psychology of Success,en-US,2006
3060,5972040,32,Jude Watson,"Beyond the Grave (The 39 Clues, #4)",Beyond the Grave (The 39 Clues #4),eng,2009
3061,26435,81,C.S. Lewis,The Problem of Pain,The Problem of Pain,eng,1940
3062,2527900,46,"Richard H. Thaler, Cass R. Sunstein","Nudge: Improving Decisions About Health, Wealth, and Happiness","Nudge: Improving Decisions About Health, Wealth, and Happiness",eng,2008
3063,210329,96,Susan Cooper,The Dark Is Rising,"The Dark Is Rising (The Dark is Rising, #2)",eng,1973
3064,23754479,66,Jonathan Franzen,Purity,Purity,eng,2015
3065,32446,51,"Richard Paige, Dean Koontz",The Door to December,The Door to December,en-US,1985
3066,53625,70,James Patterson,Four Blind Mice,"Four Blind Mice (Alex Cross, #8)",en-US,2002
3068,9595,65,Kurt Vonnegut Jr.,Slapstick,"Slapstick, or Lonesome No More!",eng,1976
3069,38315,46,Nassim Nicholas Taleb,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,eng,2001
3070,14975,106,Kate Mosse,Labyrinth,"Labyrinth (Languedoc, #1)",eng,2005
3071,7493,29,Joseph J. Ellis,Founding Brothers: The Revolutionary Generation,Founding Brothers: The Revolutionary Generation,en-GB,2000
3072,76679,92,Isaac Asimov,Forward the Foundation,Forward the Foundation (Foundation: Prequel #2),eng,1993
3073,6919272,68,Kerstin Gier,Saphirblau,"Saphirblau (Edelstein-Trilogie, #2)",ger,2010
3074,16142053,24,Lawrence Wright,"Going Clear: Scientology, Hollywood, and the Prison of Belief","Going Clear: Scientology, Hollywood, and the Prison of Belief",eng,2013
3075,7619292,43,"Young Kim, Stephenie Meyer",Twilight: The Graphic Novel,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",en-US,2010
3076,56034,137,John Fowles,The French Lieutenant's Woman,The French Lieutenant's Woman,eng,1969
3077,732562,303,"Samuel Taylor Coleridge, Gustave Doré",The Rime of the Ancient Mariner,The Rime of the Ancient Mariner,eng,1798
3078,240130,42,"Robert Munsch, Michael Martchenko",The Paper Bag Princess,The Paper Bag Princess,en-GB,1980
3079,163977,145,John Steinbeck,Tortilla Flat,Tortilla Flat,eng,1935
3080,23814,555,H. Rider Haggard,King Solomon's Mines,"King Solomon's Mines (Allan Quatermain, #1)",eng,1885
3081,12647642,13,Tina Reber,Love Unrehearsed,"Love Unrehearsed (Love, #2)",eng,2012
3082,25105,29,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",The Sandman: Brief Lives,Brief Lives (The Sandman #7),eng,1994
3083,3934321,61,L.J. Smith,The Return: Nightfall,"Nightfall (The Vampire Diaries: The Return, #1)",en-US,2009
3084,3467,41,Jeanne DuPrau,The People of Sparks,"The People of Sparks (Book of Ember, #2)",eng,2004
3085,5954,214,"Hermann Hesse, Ursule Molinaro",Narziß und Goldmund,Narcissus and Goldmund,eng,1930
3086,25106,36,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",The Sandman: Fables and Reflections,Fables and Reflections (The Sandman #6),eng,1990
3087,17199504,71,Samantha Shannon,The Bone Season,"The Bone Season (The Bone Season, #1)",eng,2013
3088,31250,442,"Charles Dickens, Helen Small, Stephen Wall",Little Dorrit,Little Dorrit,eng,1855
3090,50833,79,Jacqueline Susann,Valley of the Dolls,Valley of the Dolls,en-US,1966
3091,12657,56,James A. Michener,The Source,The Source,eng,1965
3092,4954,45,Dave Eggers,You Shall Know Our Velocity!,You Shall Know Our Velocity!,eng,2002
3093,3438000,17,"Radwa Ashour, رضوى عاشور",ثلاثية غرناطة,ثلاثية غرناطة,ara,1994
3094,201126,93,"Michael Rosen, Helen Oxenbury",We're Going on a Bear Hunt,We're Going on a Bear Hunt,eng,1989
3096,673657,45,David Eddings,Guardians of the West,"Guardians of the West (The Malloreon, #1)",en-US,1985
3097,7076706,62,Nora Roberts,The Search,The Search,eng,2010
3098,13147,75,"James Patterson, Howard Roughan",Honeymoon,"Honeymoon (Honeymoon, #1)",eng,2005
3099,45252,39,Peter F. Hamilton,Pandora's Star,Pandora's Star,eng,2004
3100,322351,45,Thomas Rockwell,How to Eat Fried Worms,How to Eat Fried Worms,eng,1973
3101,269322,5,"Edgar Allan Poe, Philip Pullman",The Raven and Other Poems,The Raven and other poems,en-US,1845
3102,6335026,62,Heather Gudenkauf,The Weight of Silence,The Weight of Silence,eng,2008
3103,22522808,40,Neil Gaiman,Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,2015
3104,106590,16,David Herbert Donald,Lincoln,Lincoln,eng,1995
3105,1811543,33,Ilona Andrews,Magic Burns,"Magic Burns (Kate Daniels, #2)",en-US,2008
3106,3698,135,"Graham Greene, Robert  Stone",The Quiet American,The Quiet American,eng,1955
3107,16062211,19,Katie Ashley,The Proposition,"The Proposition (The Proposition, #1)",eng,2012
3108,6541,102,Patricia Cornwell,Cause of Death,"Cause of Death (Kay Scarpetta, #7)",en-US,1996
3109,77430,104,Patrick O'Brian,Master and Commander,Master and Commander,eng,1969
3110,969275,36,Akira Toriyama,孫悟空と仲間たち,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",eng,1985
3111,89187,46,Alastair Reynolds,Revelation Space,Revelation Space,eng,2000
3112,7134202,54,"James Patterson, Maxine Paetro",Private,"Private (Private, #1)",eng,2010
3113,8205669,28,Janet Evanovich,Wicked Appetite,"Wicked Appetite (Lizzy & Diesel, #1)",en-US,2009
3114,6054449,64,Rachel Renée Russell,Tales from a Not-So-Fabulous Life,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",eng,2009
3115,14384,52,Kresley Cole,A Hunger Like No Other,A Hunger Like No Other (Immortals After Dark #2),eng,2006
3116,10345927,35,Beth Revis,A Million Suns,"A Million Suns (Across the Universe, #2)",eng,2012
3117,28251,67,Trudi Canavan,The High Lord,"The High Lord (Black Magician Trilogy, #3)",eng,2002
3118,17383934,60,Amy Tan,The Valley of Amazement,The Valley of Amazement,eng,2013
3119,3465,54,"Nicholas Sparks, Micah Sparks",Three Weeks with My Brother,Three Weeks With My Brother,eng,2004
3120,24781,62,Lloyd Alexander,The High King,The High King (The Chronicles of Prydain #5),eng,1968
3121,9462812,32,Amy Plum,Die for Me,"Die for Me (Revenants, #1)",eng,2011
3123,2159,71,John Perkins,Confessions of an Economic Hit Man,Confessions of an Economic Hit Man,en-US,2004
3124,426504,135,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",Ficciones,Ficciones,en-US,1944
3125,37304,31,John Sandford,Winter Prey,"Winter Prey (Lucas Davenport, #5)",eng,1993
3126,4625,63,Ernest Hemingway,The Complete Short Stories of Ernest Hemingway,The Complete Short Stories,en-US,1925
3127,50033,136,Ray Bradbury,Dandelion Wine,"Dandelion Wine (Green Town, #1)",eng,1957
3128,43782,57,Anne Rice,The Mummy,The Mummy (Ramses the Damned #1),eng,1989
3129,6570502,56,"Chip Heath, Dan Heath",Switch: How to Change Things When Change Is Hard,Switch: How to Change Things When Change Is Hard,eng,2010
3130,24228353,9,Sejal Badani,Trail of Broken Wings,Trail of Broken Wings,eng,2015
3131,243705,123,John Fowles,The Collector,The Collector,eng,1963
3132,183660,19,Gail Carson Levine,Fairest,Fairest,eng,2006
3133,9594,69,Kurt Vonnegut Jr.,Timequake,Timequake,eng,1997
3135,17262366,41,Bill Bryson,One Summer: America 1927,"One Summer: America, 1927",eng,2013
3136,41967,74,Maeve Binchy,Evening Class,Evening Class,en-GB,1996
3137,34919,45,Terry Brooks,The Talismans of Shannara,"The Talismans of Shannara (Heritage of Shannara, #4)",eng,1993
3139,226378,317,"Mikhail Lermontov, Paul Foote",Герой нашего времени,A Hero of Our Time,eng,1840
3140,9943,30,Francine Rivers,The Atonement Child,The Atonement Child,en-US,1997
3142,40923,24,Edmund Morris,Theodore Rex,Theodore Rex,eng,2001
3143,10222,59,M.M. Kaye,The Far Pavilions,The Far Pavilions,en-US,1978
3144,2211221,72,Lee Child,Nothing to Lose,"Nothing to Lose (Jack Reacher, #12)",en-US,2008
3145,17448960,27,Jasinda Wilder,Falling Into You,"Falling into You (Falling, #1)",eng,2013
3146,20819682,88,Paulo Coelho,Adultério,Adultery,eng,2014
3147,22443261,38,Brandon Sanderson,The Rithmatist,"The Rithmatist (The Rithmatist, #1)",eng,2013
3148,42172,23,Donna VanLiere,The Christmas Shoes,The Christmas Shoes (Christmas Hope #1),en-US,2001
3149,196613,36,"Rory Freedman, Kim Barnouin","Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Skinny Bitch,en-US,2005
3150,12299419,21,Kristen Ashley,"Mystery Man (Dream Man, #1)","Mystery Man (Dream Man, #1)",eng,2011
3151,899962,19,"Margret Rey, H.A. Rey",Curious George Goes to the Hospital,Curious George Goes to the Hospital,eng,1966
3152,2054761,7,Alice Schroeder,The Snowball: Warren Buffett and the Business of Life,The Snowball: Warren Buffett and the Business of Life,eng,2008
3153,107779,70,Julie Garwood,The Bride,"The Bride (Lairds' Fiancées, #1)",eng,1989
3154,2836109,40,John Flanagan,Erak's Ransom,"Erak's Ransom (Ranger's Apprentice, #7)",eng,2007
3155,18114060,73,Harlan Coben,Missing Υou,Missing You,eng,2014
3156,11691,1,"Orhan Pamuk, Maureen Freely",Kar,Snow,eng,2002
3157,6348045,40,John Flanagan,Halt's Peril,"Halt's Peril (Ranger's Apprentice, #9)",eng,2009
3158,715834,101,Tess Gerritsen,The Apprentice,"The Apprentice (Rizzoli & Isles, #2)",eng,2002
3159,1127996,76,Betty Crocker,Betty Crocker's Cookbook,Betty Crocker's Cookbook,eng,1969
3160,359410,42,Gabrielle Zevin,Elsewhere,Elsewhere,en-US,2005
3161,11737271,81,Harlan Coben,Stay Close,Stay Close,eng,2012
3162,13133,57,"James Patterson, Michael Ledwidge",The Quickie,The Quickie,eng,2007
3163,45169,76,"James Patterson, Michael Ledwidge",Step on a Crack,"Step on a Crack (Michael Bennett, #1)",en-US,2007
3164,15937108,36,Holly Goldberg Sloan,Counting by 7s,Counting by 7s,eng,2013
3165,6421588,33,Claudia Gray,,"Hourglass (Evernight, #3)",eng,2010
3166,139417,55,Laurell K. Hamilton,"A Kiss of Shadows (Merry Gentry, #1)","A Kiss of Shadows (Merry Gentry, #1)",eng,2000
3167,777211,45,Vince Flynn,Executive Power,"Executive Power (Mitch Rapp, #6)",en-US,2003
3168,6781956,65,"Nora Roberts, Angela Dawe",Savor the Moment,"Savor the Moment (Bride Quartet, #3)",eng,2010
3170,954674,20,Cory Doctorow,Little Brother,Little Brother,en-US,2008
3171,136081,68,Jeff Lindsay,Dearly Devoted Dexter,"Dearly Devoted Dexter (Dexter, #2)",eng,2005
3173,22716194,24,Lisa Genova,Inside the O'Briens,Inside the O'Briens,eng,2015
3174,175983,39,Steven Erikson,Memories of Ice,"Memories of Ice (The Malazan Book of the Fallen, #3)",eng,2001
3175,2029927,53,Dean Koontz,Odd Hours,"Odd Hours (Odd Thomas, #4)",eng,2008
3176,261122,47,Rachel Caine,The Dead Girls' Dance,"The Dead Girls' Dance (The Morganville Vampires, #2)",eng,2007
3177,13834,29,Tamora Pierce,"The Realms of the Gods (Immortals, #4)","The Realms of the Gods (Immortals, #4)",en-US,1996
3178,4922079,34,William R. Forstchen,One Second After,"One Second After (After, #1)",eng,2009
3179,385706,53,Suzanne Collins,Gregor and the Curse of the Warmbloods,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",eng,2005
3180,9279177,36,David Levithan,The Lover's Dictionary,The Lover's Dictionary,en-US,2011
3181,32525,46,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",Art Through the Ages,Art Through the Ages,eng,1926
3182,15567,70,Terry Brooks,The Wishsong of Shannara,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",eng,1985
3183,2498983,55,Gena Showalter,The Darkest Kiss,The Darkest Kiss (Lords of the Underworld #2),eng,2008
3184,2200877,38,Sarah Addison Allen,The Sugar Queen,The Sugar Queen,en-US,2008
3185,9761771,22,Jennifer L. Armentrout,Pure,"Pure (Covenant, #2)",eng,2012
3188,9595620,28,Kevin Hearne,Hammered,"Hammered (The Iron Druid Chronicles, #3)",eng,2011
3189,14383,39,Kresley Cole,No Rest for the Wicked,No Rest for the Wicked (Immortals After Dark #3),en-CA,2006
3190,3313418,39,Vince Flynn,Extreme Measures,"Extreme Measures (Mitch Rapp, #11)",eng,2008
3191,23093367,23,"Brian K. Vaughan, Fiona Staples","Saga, Volume Four","Saga, Vol. 4 (Saga, #4)",eng,2014
3192,18528454,37,Jamie McGuire,A Beautiful Wedding,"A Beautiful Wedding (Beautiful, #2.5)",eng,2013
3193,16071701,21,Carl Hiaasen,Bad Monkey,Bad Monkey,eng,2013
3194,16099180,25,Curtis Sittenfeld,Sisterland,Sisterland,en-US,2013
3195,6224826,63,Nick Hornby,"Juliet, Naked","Juliet, Naked",en-US,2009
3196,801178,91,"Jack Canfield, Mark Victor Hansen",Chicken Soup for the Soul,Chicken Soup for the Soul,eng,1993
3197,7039,76,Alexander McCall Smith,Tears of the Giraffe,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",en-GB,2000
3198,49350,112,Michael Connelly,The Concrete Blonde,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",eng,1994
3199,13612739,18,C.J. Roberts,,"Seduced in the Dark (The Dark Duet, #2)",en-GB,2012
3200,34541,63,Terry Pratchett,Carpe Jugulum,Carpe Jugulum (Discworld #23; Witches #6),eng,1998
3201,6388558,24,Kresley Cole,The Warlord Wants Forever,The Warlord Wants Forever (Immortals After Dark #1),eng,2006
3202,9601,63,Kurt Vonnegut Jr.,Bluebeard,Bluebeard,en-US,1987
3203,120253,7,"Brian Froud, Terry Windling","Good Faeries, Bad Faeries",Good Faeries/Bad Faeries,en-US,1998
3205,550844,66,"Stephen King, Bernie Wrightson",Cycle of the Werewolf,Cycle of the Werewolf,eng,1983
3206,91357,30,Jane Yolen,The Devil's Arithmetic,The Devil's Arithmetic,eng,1988
3207,248787,63,Alan Weisman,The World Without Us,The World Without Us,eng,2007
3208,239186,29,Erik Larson,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",en-US,1999
3209,23341607,25,Elin Hilderbrand,The Rumor,The Rumor,eng,2015
3210,18839,355,Virginia Woolf,Orlando: A Biography,Orlando,en-GB,1928
3211,2410506,87,Cecelia Ahern,Thanks for the Memories,Thanks for the Memories,eng,2008
3213,26050,74,Nora Roberts,Angels Fall,Angels Fall,en-US,2006
3214,6339304,37,Vince Flynn,Pursuit of Honor,"Pursuit of Honor (Mitch Rapp, #12)",en-US,2009
3215,2299110,31,Sherrilyn Kenyon,"Acheron (Dark-Hunter, #15) - Part 1",Acheron (Dark-Hunter #14),en-US,2008
3216,6135237,32,Pat Conroy,South of Broad,South of Broad,eng,2009
3218,3657138,45,Lisa McMann,Fade,"Fade (Wake, #2)",eng,2009
3219,775346,84,Donna Tartt,The Little Friend,The Little Friend,eng,2002
3220,3165162,5,Rick Riordan,Percy Jackson and the Olympians Boxed Set,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",eng,2008
3221,2133795,35,Ingrid Law,Savvy,"Savvy (Savvy, #1)",en-US,2008
3222,4452257,6,Bill Simmons,The Book of Basketball: The NBA According to The Sports Guy,The Book of Basketball: The NBA According to The Sports Guy,en-US,2009
3223,13151,76,James Patterson,London Bridges,"London Bridges (Alex Cross, #10)",en-US,2004
